name,birth,position,height,weight,start_year,end_year,career,games,goals,assist,birth_month
이동국,1979/04/29,FW,187,82,1998,2015,18,411,180,66,4
양종후,NA,NA,185,83,1998,2001,4,64,4,0,NA
박형주,1972/02/02,DF,175,70,1999,2001,3,67,0,3,2
김은석,1972/03/14,DF,185,80,1999,2002,4,93,1,1,3
김한욱,1972/06/08,DF,180,75,1999,2001,3,52,0,3,6
박효진,1972/07/22,NA,NA,70,1999,1999,1,1,0,0,7
박창주,1972/09/30,NA,187,92,1999,2001,3,2,0,0,9
문삼진,1973/03/03,MF,173,68,1999,2003,5,90,1,6,3
안승인,1973/03/14,NA,NA,84,1999,2004,6,117,7,8,3
이정국,1973/03/22,DF,182,73,1999,1999,1,4,0,0,3
윤병기,1973/04/22,MF,180,78,1999,2001,3,25,0,1,4
조준호,1973/04/28,GK,183,76,1999,2010,12,230,0,0,4
이상욱,1973/05/27,DF,186,82,1999,1999,1,5,0,0,5
최익형,1973/08/05,NA,187,85,1999,1999,1,0,0,0,8
오광훈,1973/12/12,FW,183,75,1999,2001,3,49,4,0,12
진순진,1974/03/01,FW,180,78,1999,2006,7,131,31,6,3
박정현,1974/05/28,MF,180,72,1999,1999,1,0,0,0,5
권찬수,1974/05/30,GK,NA,80,1999,2013,11,117,0,0,5
양영민,1974/07/19,NA,189,90,1999,2005,6,9,0,0,7
이순우,1974/08/23,MF,175,70,1999,1999,1,0,0,0,8
김재신,1975/03/03,MF,170,65,1999,2001,3,29,0,1,3
이영배,1975/03/25,FW,183,75,1999,2000,2,18,3,1,3
장지현,1975/04/11,MF,179,71,1999,2007,7,94,6,4,4
임중용,1975/04/21,DF,184,78,1999,2011,12,294,8,5,4
김동룡,1975/05/08,DF,183,75,1999,1999,1,0,0,0,5
박희완,1975/05/09,MF,188,82,1999,2006,2,4,0,0,5
신승호,1975/05/13,MF,179,70,1999,2006,8,138,2,4,5
이정효,1975/07/23,NA,NA,70,1999,2008,10,222,13,9,7
윤중희,1975/12/08,DF,177,75,1999,2004,6,70,1,1,12
이재철,1975/12/25,DF,173,70,1999,1999,1,3,0,0,12
신종혁,1976/03/04,MF,178,67,1999,2000,2,5,0,1,3
임영주,1976/03/08,MF,176,68,1999,2007,9,174,6,6,3
오세종,1976/03/09,MF,178,68,1999,1999,1,1,0,0,3
성한수,1976/03/10,FW,177,69,1999,2004,6,59,8,3,3
신상우,1976/03/10,DF,176,68,1999,2006,6,110,7,3,3
유진오,1976/03/10,DF,180,71,1999,1999,1,14,0,0,3
김홍기,1976/03/14,FW,181,77,1999,2000,2,6,0,0,3
이기부,1976/03/16,MF,182,77,1999,2004,5,84,11,5,3
정재곤,1976/03/17,FW,190,76,1999,2000,2,20,3,0,3
임동진,1976/03/21,DF,180,73,1999,1999,1,6,0,0,3
민영기,1976/03/28,DF,183,77,1999,2009,8,182,2,1,3
안성호,1976/03/30,DF,185,75,1999,1999,1,1,0,0,3
이길용,1976/03/30,FW,183,78,1999,2004,7,126,22,6,3
이현동,1976/03/30,FW,180,77,1999,2004,5,35,1,2,3
장민석,1976/03/31,FW,182,78,1999,1999,1,13,1,0,3
구상민,1976/04/04,DF,185,78,1999,1999,1,0,0,0,4
박인철,1976/04/17,GK,183,78,1999,1999,1,5,0,0,4
김준석,1976/04/21,GK,185,76,1999,2000,2,6,0,0,4
장태규,1976/04/25,MF,168,64,1999,2000,2,2,0,0,4
조상원,1976/05/06,GK,190,77,1999,2001,3,4,0,0,5
이성덕,1976/05/09,MF,182,72,1999,2000,2,4,0,0,5
김성경,1976/05/15,FW,184,78,1999,1999,1,5,0,0,5
이성재,1976/05/16,FW,178,67,1999,2006,7,139,21,6,5
남웅기,1976/05/20,MF,183,76,1999,1999,1,5,1,0,5
양정원,1976/05/22,MF,172,70,1999,1999,1,3,0,0,5
김도용,1976/05/28,MF,170,68,1999,2006,7,99,0,4,5
송정현,1976/05/28,MF,175,68,1999,2011,13,251,27,23,5
손정탁,1976/05/31,FW,196,92,1999,2006,8,106,11,7,5
김정겸,1976/06/09,MF,176,71,1999,2011,13,226,5,7,6
김현배,1976/06/09,DF,177,67,1999,2000,2,3,1,0,6
김찬중,1976/06/14,DF,182,72,1999,2003,5,61,0,1,6
임종훈,1976/06/14,DF,183,74,1999,2005,6,59,1,1,6
최거룩,1976/06/26,DF,183,77,1999,2007,10,165,3,2,6
김영철,1976/06/30,NA,183,83,1999,2009,11,356,1,7,6
김종천,1976/07/07,NA,170,68,1999,2006,7,128,7,7,7
이상우,1976/08/01,GK,190,85,1999,1999,1,0,0,0,8
김기범,1976/08/14,MF,173,70,1999,2004,6,54,1,NA,8
한상구,1976/08/15,MF,175,72,1999,2004,5,97,3,4,8
박민서,1976/08/24,MF,180,78,1999,2004,6,86,2,0,8
왕정현,1976/08/30,DF,182,76,1999,2006,8,166,16,10,8
배주익,1976/09/09,FW,176,63,1999,1999,1,2,0,0,9
김우재,1976/09/13,MF,173,74,1999,2005,7,95,3,2,9
김성재,1976/09/17,NA,178,73,1999,2009,11,269,13,11,9
김세인,1976/10/02,MF,174,63,1999,1999,1,30,4,4,10
박호진,1976/10/22,GK,190,83,1999,2013,14,158,0,0,10
정윤길,1976/10/23,FW,181,76,1999,1999,1,4,0,0,10
김지운,1976/11/13,NA,NA,94,1999,2006,6,6,0,0,11
송홍섭,1976/11/28,FW,181,76,1999,2003,2,5,0,0,11
오인환,1976/11/30,DF,175,68,1999,1999,1,3,0,0,11
김상식,1976/12/17,DF,184,72,1999,2013,15,458,19,17,12
김도균,1977/01/13,NA,184,85,1999,2006,8,128,3,7,1
박정환,1977/01/14,FW,180,77,1999,2007,8,94,21,5,1
기호영,1977/01/20,DF,175,68,1999,1999,1,0,0,0,1
전우근,1977/02/25,MF,175,67,1999,2008,10,191,21,9,2
한상수,1977/02/27,GK,190,81,1999,2000,2,9,0,0,2
이경우,1977/05/03,FW,183,72,1999,2004,4,17,3,1,5
최훈,1977/10/22,MF,NA,NA,1999,1999,1,1,0,0,10
정대훈,1977/12/21,DF,172,68,1999,2003,4,42,5,4,12
이경근,1978/06/16,DF,183,78,1999,2000,2,7,0,0,6
이영훈,1980/03/23,DF,180,73,1999,2005,5,10,0,0,3
김동현,1980/08/17,MF,175,72,1999,2007,4,12,0,0,8
김경일,1980/08/30,MF,179,72,1999,2004,4,29,0,1,8
김해출,1981/02/03,FW,173,69,1999,2000,2,3,0,0,2
오승범,1981/02/26,MF,174,69,1999,2015,14,384,13,18,2
정창근,1983/08/10,MF,170,63,1999,1999,1,1,0,0,8
이승준,1972/09/01,GK,183,82,2000,2006,7,33,0,0,9
이순행,1974/04/02,MF,165,60,2000,2000,1,6,0,0,4
김대의,1974/05/30,MF,174,68,2000,2010,11,308,51,41,5
최승범,1974/09/23,MF,190,81,2000,2000,1,1,0,0,9
정길용,1975/06/21,NA,NA,75,2000,2001,2,7,0,0,6
전경진,1976/02/10,MF,172,67,2000,2000,1,2,0,0,2
유진오,1976/03/11,DF,181,72,2000,2000,1,2,0,0,3
정성원,1976/05/26,DF,173,62,2000,2000,1,0,0,0,5
한주영,1976/06/10,DF,177,66,2000,2000,1,1,0,0,6
천성권,1976/09/26,DF,176,72,2000,2000,1,3,0,0,9
하성용,1976/10/05,DF,179,75,2000,2003,4,37,1,0,10
김관규,1976/10/10,FW,178,71,2000,2000,1,0,0,0,10
강대희,1977/02/02,MF,174,65,2000,2003,2,19,0,0,2
이재천,1977/03/08,DF,182,75,2000,2000,1,0,0,0,3
박경규,1977/03/10,FW,177,72,2000,2003,4,40,5,0,3
심재원,1977/03/11,DF,184,78,2000,2008,9,166,4,5,3
김재구,1977/03/12,DF,177,74,2000,2001,2,2,0,0,3
김남일,1977/03/14,MF,182,76,2000,2014,11,242,10,12,3
김태진,1977/04/02,GK,186,86,2000,2006,6,95,0,0,4
박태원,1977/04/12,FW,177,70,2000,2000,1,1,0,0,4
이영표,1977/04/23,MF,176,66,2000,2002,3,70,3,7,4
송창좌,1977/04/26,MF,176,63,2000,2000,1,0,0,0,4
하용우,1977/04/30,DF,183,75,2000,2000,1,10,0,0,4
이유성,1977/05/20,DF,180,72,2000,2001,2,2,0,0,5
이광호,1977/05/24,MF,178,68,2000,2000,1,1,0,0,5
허제정,1977/06/02,MF,175,73,2000,2002,3,48,3,5,6
김수진,1977/06/13,GK,183,76,2000,2000,1,0,0,0,6
김성근,1977/06/20,DF,181,77,2000,2008,10,244,4,0,6
신현호,1977/07/07,MF,183,72,2000,2003,4,33,0,0,7
장기봉,1977/07/08,NA,180,78,2000,2001,2,1,0,0,7
김기형,1977/07/10,MF,173,64,2000,2007,8,132,15,8,7
조용석,1977/07/14,MF,173,62,2000,2001,2,19,1,0,7
양현정,1977/07/25,MF,176,73,2000,2005,5,86,11,13,7
백민철,1977/07/28,GK,185,80,2000,2014,15,201,0,1,7
나일균,1977/08/02,MF,170,63,2000,2000,1,1,0,0,8
윤용구,1977/08/08,DF,168,60,2000,2004,3,35,1,1,8
박원길,1977/08/13,MF,169,67,2000,2000,1,1,0,0,8
박래철,1977/08/20,MF,177,71,2000,2006,5,29,0,0,8
안대현,1977/08/20,NA,179,72,2000,2003,4,17,0,0,8
김대철,1977/08/26,FW,183,78,2000,2001,2,8,0,0,8
이상규,1977/09/05,MF,175,65,2000,2002,3,19,0,0,9
이주영,1977/09/15,DF,180,70,2000,2000,1,6,0,1,9
송윤석,1977/09/20,DF,177,74,2000,2003,3,16,0,0,9
임세진,1977/09/20,DF,180,73,2000,2000,1,0,0,0,9
최정민,1977/10/07,DF,183,78,2000,2003,4,52,1,0,10
남기성,1977/10/10,DF,184,75,2000,2000,1,2,0,0,10
심민석,1977/10/21,DF,172,64,2000,2004,2,1,0,0,10
이상태,1977/10/25,MF,176,72,2000,2006,5,25,0,0,10
정유석,1977/10/25,GK,186,81,2000,2011,11,205,0,0,10
윤근호,1977/11/08,DF,183,79,2000,2001,2,2,0,0,11
최남철,1977/11/15,MF,174,65,2000,2000,1,1,0,0,11
황인수,1977/11/20,MF,175,70,2000,2001,3,22,2,2,11
정석근,1977/11/25,FW,178,75,2000,2003,3,13,1,0,11
최철우,1977/11/30,FW,185,79,2000,2008,9,143,24,4,11
송창남,1977/12/31,DF,175,67,2000,2003,4,8,0,0,12
황정만,1978/01/05,DF,178,70,2000,2000,1,0,0,0,1
연재천,1978/01/17,MF,174,70,2000,2003,3,5,0,0,1
박상신,1978/01/23,FW,180,75,2000,2004,4,22,1,0,1
이범수,1978/01/27,MF,165,60,2000,2001,2,8,0,1,1
박훈,1978/02/02,MF,196,88,2000,2001,2,7,0,0,2
이관우,1978/02/25,MF,175,69,2000,2010,12,251,33,33,2
김건형,1979/09/11,MF,176,70,2000,2004,5,41,4,2,9
박강조,1980/01/24,MF,165,57,2000,2002,3,69,1,3,1
최태욱,1981/03/13,MF,173,65,2000,2014,15,313,37,51,3
최영훈,1981/03/18,FW,179,78,2000,2008,9,88,2,4,3
박용호,1981/03/25,DF,183,76,2000,2015,15,298,17,4,3
김병채,1981/04/14,FW,180,73,2000,2007,8,90,7,2,4
김성규,1981/06/05,FW,182,70,2000,2001,2,12,0,0,6
이창덕,1981/06/05,GK,185,70,2000,2001,2,0,0,0,6
박준영,1981/07/08,GK,186,76,2000,2005,4,2,0,0,7
조재진,1981/07/09,FW,185,80,2000,2008,5,78,14,6,7
김대현,1981/09/02,FW,175,69,2000,2000,1,0,0,0,9
박규선,1981/09/24,MF,182,68,2000,2008,9,186,7,10,9
최원권,1981/11/08,DF,175,70,2000,2015,17,291,12,19,11
한봉현,1981/12/04,MF,174,70,2000,2003,3,3,0,0,12
김동진,1982/01/29,DF,182,74,2000,2011,9,151,14,7,1
문태혁,1983/03/31,FW,178,74,2000,2000,1,0,0,0,3
정영훈,1975/05/01,MF,174,73,2001,2004,4,57,6,6,5
김기종,1975/05/22,FW,182,78,2001,2002,2,10,0,0,5
이창원,1975/07/10,NA,184,82,2001,2009,9,143,1,1,7
김황정,1975/11/19,FW,166,63,2001,2001,1,7,0,0,11
배진수,1976/01/25,MF,178,74,2001,2004,2,3,0,0,1
이동욱,1976/04/10,MF,176,68,2001,2002,2,4,0,0,4
박경환,1976/12/29,DF,185,78,2001,2005,4,49,1,2,12
박정석,1977/04/19,DF,182,78,2001,2006,6,108,1,2,4
김대건,1977/04/27,DF,183,78,2001,2010,10,164,4,3,4
원종덕,1977/08/16,GK,192,86,2001,2007,4,29,0,0,8
김철기,1977/12/27,DF,177,70,2001,2001,1,3,0,0,12
정용대,1978/02/04,MF,178,74,2001,2001,1,4,0,0,2
김동선,1978/03/15,MF,170,65,2001,2002,2,23,1,1,3
탁준석,1978/03/24,FW,178,69,2001,2003,3,43,4,4,3
최종범,1978/03/27,NA,176,70,2001,2009,8,106,3,5,3
김대욱,1978/04/02,FW,181,76,2001,2003,2,4,0,0,4
추운기,1978/04/03,MF,173,73,2001,2007,7,119,7,9,4
최정호,1978/04/06,MF,176,71,2001,2001,1,0,0,0,4
박준홍,1978/04/13,DF,178,72,2001,2006,6,73,0,0,4
허인무,1978/04/14,GK,187,81,2001,2001,1,0,0,0,4
이정운,1978/04/19,MF,178,72,2001,2005,3,32,1,4,4
윤보영,1978/04/29,FW,177,64,2001,2003,3,45,5,3,4
김승호,1978/05/19,FW,179,77,2001,2001,1,2,0,0,5
조재민,1978/05/22,MF,180,71,2001,2007,7,52,0,0,5
박경삼,1978/06/06,DF,188,77,2001,2009,4,31,1,0,6
박윤화,1978/06/13,MF,176,71,2001,2009,8,105,2,8,6
조세권,1978/06/26,DF,184,80,2001,2007,7,180,1,2,6
고민기,1978/07/01,FW,178,70,2001,2001,1,1,0,0,7
정필석,1978/07/23,FW,190,83,2001,2003,2,9,0,0,7
이영수,1978/07/30,DF,175,65,2001,2007,5,74,0,5,7
권정혁,1978/08/02,GK,193,83,2001,2015,12,153,1,0,8
김길식,1978/08/24,NA,178,72,2001,2008,6,108,11,2,8
오정석,1978/09/05,FW,177,78,2001,2005,5,16,1,0,9
김영근,1978/10/12,DF,180,70,2001,2008,8,163,4,2,10
김용희,1978/10/15,DF,176,74,2001,2008,8,151,5,4,10
서덕규,1978/10/22,DF,181,75,2001,2008,8,153,0,0,10
백영철,1978/11/11,MF,177,73,2001,2010,10,157,4,9,11
박기욱,1978/12/22,MF,174,68,2001,2006,6,77,2,6,12
이성운,1978/12/25,MF,173,67,2001,2013,10,97,2,2,12
윤원철,1979/01/06,FW,184,75,2001,2004,4,28,1,0,1
강용,1979/01/14,DF,177,73,2001,2013,12,185,8,10,1
윤영종,1979/01/23,DF,178,75,2001,2001,1,1,0,0,1
이석,1979/02/01,FW,194,85,2001,2002,2,19,1,0,2
송종국,1979/02/20,DF,177,73,2001,2011,9,204,7,11,2
김상록,1979/02/25,FW,173,63,2001,2013,11,281,32,23,2
나희근,1979/05/05,MF,178,72,2001,2007,6,40,3,0,5
김지혁,1981/10/26,GK,187,82,2001,2011,11,111,0,0,10
조성환,1982/04/09,DF,183,77,2001,2015,13,240,7,2,4
최배식,1982/05/15,MF,175,67,2001,2003,2,11,0,1,5
손승준,1982/05/16,DF,186,77,2001,2011,9,112,4,4,5
남궁도,1982/06/04,FW,186,82,2001,2014,15,254,36,15,6
김두현,1982/07/14,MF,177,75,2001,2015,14,290,44,35,7
전광철,1982/07/16,DF,185,80,2001,2001,1,1,0,0,7
박성호,1982/07/27,FW,193,83,2001,2015,11,265,57,23,7
오규찬,1982/08/28,MF,178,72,2001,2003,2,9,1,0,8
한정화,1982/10/31,MF,172,64,2001,2009,8,97,7,5,10
이광진,1972/05/27,MF,175,75,2002,2002,1,7,0,0,5
최성용,1975/12/25,NA,173,73,2002,2007,6,113,1,5,12
김관규,1976/10/11,FW,179,72,2002,2002,1,1,0,0,10
한종성,1977/01/30,DF,177,70,2002,2005,4,52,0,2,1
신병호,1977/04/26,FW,177,75,2002,2008,8,150,35,7,4
김요환,1977/05/23,MF,170,62,2002,2005,4,28,0,0,5
유재형,1977/08/24,DF,180,79,2002,2002,1,5,0,0,8
김창오,1978/01/10,FW,186,82,2002,2003,2,23,2,1,1
김국진,1978/02/09,MF,172,62,2002,2003,2,15,1,0,2
김경진,1978/03/15,GK,186,78,2002,2002,1,0,0,0,3
이선우,1978/04/01,MF,174,68,2002,2006,3,13,0,1,4
최현,1978/11/07,GK,192,90,2002,2012,12,113,0,0,11
황철민,1978/11/20,MF,175,68,2002,2004,3,41,2,4,11
안광호,1979/01/10,DF,190,78,2002,2002,1,1,0,0,1
이동식,1979/03/15,MF,183,78,2002,2010,9,142,6,5,3
박종우,1979/04/11,MF,176,74,2002,2009,8,199,9,17,4
최무림,1979/04/15,GK,185,79,2002,2011,9,37,0,0,4
박동혁,1979/04/18,DF,185,78,2002,2014,9,244,22,3,4
남현우,1979/04/20,GK,180,72,2002,2002,1,0,0,0,4
김강선,1979/05/23,MF,180,73,2002,2003,2,6,0,0,5
이수철,1979/05/26,MF,171,68,2002,2002,1,1,0,0,5
김홍철,1979/06/02,MF,183,70,2002,2006,5,72,2,3,6
강성일,1979/06/04,GK,182,80,2002,2004,3,1,0,0,6
배성재,1979/07/01,DF,178,74,2002,2004,3,18,0,0,7
정성훈,1979/07/04,FW,190,84,2002,2013,14,250,56,24,7
이규호,1979/07/13,DF,177,72,2002,2004,2,24,0,0,7
이윤섭,1979/07/30,MF,184,78,2002,2007,6,56,4,0,7
최인석,1979/08/07,FW,181,74,2002,2002,1,4,0,0,8
전재호,1979/08/08,DF,168,67,2002,2013,14,290,6,15,8
김승현,1979/08/18,MF,182,73,2002,2010,9,121,17,9,8
한동진,1979/08/25,GK,183,80,2002,2013,12,122,0,0,8
김윤구1,1979/09/01,DF,182,75,2002,2004,3,8,0,0,9
장성욱,1979/09/01,MF,174,71,2002,2002,1,0,0,0,9
최광수,1979/09/25,FW,177,73,2002,2003,2,14,1,0,9
노병준,1979/09/29,FW,177,67,2002,2015,13,315,58,26,9
김용대,1979/10/11,GK,189,82,2002,2015,15,393,0,0,10
곽기훈,1979/11/05,FW,177,72,2002,2002,1,1,0,0,11
이정래,1979/11/12,GK,185,81,2002,2015,13,93,0,0,11
변성환,1979/12/22,DF,176,69,2002,2014,10,161,1,4,12
현영민,1979/12/25,DF,180,76,2002,2015,14,376,9,53,12
이정수,1980/01/08,DF,184,74,2002,2008,8,138,6,4,1
이창민,1980/01/25,GK,191,87,2002,2002,1,0,0,0,1
박요셉,1980/12/03,MF,183,83,2002,2008,7,112,5,2,12
김연건,1981/03/12,FW,184,81,2002,2008,5,43,0,0,3
전재운,1981/03/18,MF,178,70,2002,2009,9,158,13,16,3
박동석,1981/05/03,GK,190,87,2002,2009,8,96,0,0,5
김명휘,1981/05/08,DF,185,76,2002,2002,1,0,0,0,5
조병국,1981/07/01,DF,183,78,2002,2010,9,225,7,4,7
이천수,1981/07/09,FW,174,65,2002,2015,10,179,46,35,7
손대호,1981/09/11,MF,188,81,2002,2013,11,174,5,5,9
하성룡,1982/02/03,FW,179,68,2002,2003,2,5,0,0,2
하기윤,1982/03/10,MF,180,69,2002,2003,2,0,0,0,3
이준기,1982/04/25,DF,184,74,2002,2011,8,78,0,0,4
김태민,1982/05/25,MF,184,77,2002,2012,12,208,6,3,5
신재필,1982/05/25,DF,180,74,2002,2014,4,41,0,0,5
전광철,1982/07/17,DF,186,81,2002,2002,1,1,0,0,7
안성훈,1982/09/11,MF,176,68,2002,2007,6,64,0,2,9
이여성,1983/01/05,MF,179,63,2002,2009,5,68,2,5,1
남익경,1983/01/26,FW,177,70,2002,2008,7,74,5,5,1
윤화평,1983/03/26,FW,182,74,2002,2006,2,5,0,0,3
조원희,1983/04/17,MF,177,72,2002,2015,10,230,9,7,4
김광선,1983/06/17,FW,175,68,2002,2002,1,7,0,0,6
김유진,1983/06/19,DF,189,83,2002,2009,5,71,3,1,6
김영광1,1983/06/28,GK,184,85,2002,2015,15,348,0,1,6
김치곤,1983/07/29,DF,183,76,2002,2015,15,361,10,2,7
장경진,1983/08/31,DF,184,84,2002,2012,9,117,4,0,8
이종민,1983/09/01,DF,175,68,2002,2015,17,257,18,27,9
염동균,1983/09/06,GK,189,85,2002,2011,9,150,0,0,9
고창현,1983/09/15,MF,170,69,2002,2015,15,255,37,23,9
한동원,1986/04/06,FW,178,72,2002,2013,12,131,20,3,4
노정윤,1971/03/28,MF,170,74,2003,2006,4,100,6,16,3
주승진,1975/03/12,DF,177,69,2003,2009,8,186,3,9,3
안선진,1975/09/19,MF,178,73,2003,2003,1,16,0,0,9
김태수,1975/11/15,GK,188,98,2003,2004,2,1,0,0,11
김관규,1976/10/12,FW,180,73,2003,2003,1,1,0,0,10
김진식,1977/03/16,GK,185,74,2003,2005,3,40,0,0,3
장상원,1977/09/30,MF,185,77,2003,2009,7,102,5,0,9
박병주,1977/10/05,FW,176,70,2003,2003,1,10,0,1,10
안효연,1978/04/16,FW,183,74,2003,2009,7,134,13,15,4
유경렬,1978/08/15,DF,182,82,2003,2013,11,335,18,7,8
김효일,1978/09/07,MF,180,72,2003,2014,9,164,3,3,9
박재홍,1978/11/10,DF,184,83,2003,2011,7,159,2,4,11
서기복,1979/01/28,MF,173,67,2003,2007,5,75,2,7,1
이상홍,1979/02/04,DF,178,68,2003,2011,9,181,0,4,2
김정현,1979/04/01,MF,176,68,2003,2003,1,0,0,0,4
민경인,1979/05/09,DF,177,71,2003,2003,1,1,0,0,5
이상일,1979/05/25,MF,178,68,2003,2008,6,125,6,9,5
박정주,1979/06/26,MF,177,73,2003,2003,1,4,0,0,6
고봉현,1979/07/02,FW,182,75,2003,2005,3,39,5,1,7
남영훈,1979/09/22,MF,175,67,2003,2007,5,65,1,1,9
구대령,1979/10/24,MF,180,75,2003,2003,1,10,1,0,10
홍복표,1979/10/28,FW,182,73,2003,2003,1,4,0,0,10
이광재,1980/01/01,FW,185,77,2003,2015,13,200,25,12,1
서관수,1980/02/25,FW,180,75,2003,2006,3,5,0,0,2
김성국,1980/03/01,GK,183,73,2003,2003,1,0,0,0,3
박성홍,1980/03/01,FW,176,68,2003,2003,1,26,0,2,3
박혁순,1980/03/06,MF,178,70,2003,2008,4,29,2,1,3
윤주일,1980/03/10,DF,176,69,2003,2010,10,126,10,9,3
김영삼1,1980/03/12,DF,177,70,2003,2004,2,2,0,0,3
이응제,1980/04/07,DF,181,77,2003,2007,5,30,0,0,4
진경선,1980/04/10,MF,178,72,2003,2015,13,250,4,11,4
김동규,1980/04/19,MF,178,73,2003,2004,2,42,0,2,4
박종진,1980/05/04,DF,170,69,2003,2014,12,270,1,4,5
이정운,1980/05/05,MF,170,68,2003,2012,6,43,6,0,5
도재준,1980/05/06,MF,172,69,2003,2009,6,34,2,0,5
차철호,1980/05/08,FW,188,76,2003,2007,5,31,1,0,5
김성철,1980/05/12,DF,185,78,2003,2004,2,30,0,0,5
김남우,1980/05/14,DF,185,80,2003,2003,1,7,0,0,5
정경호,1980/05/22,FW,179,72,2003,2012,11,238,30,14,5
최형준,1980/06/04,DF,186,85,2003,2005,3,19,0,0,6
김덕중,1980/06/05,DF,176,72,2003,2004,2,33,0,1,6
성경모,1980/06/26,GK,183,84,2003,2011,9,59,0,0,6
도화성,1980/06/27,MF,177,75,2003,2010,7,146,7,9,6
박도현,1980/07/04,MF,174,71,2003,2007,2,17,0,0,7
곽완섭,1980/07/07,DF,186,73,2003,2003,1,0,0,0,7
장형관,1980/07/19,MF,178,73,2003,2004,2,17,0,0,7
홍순학,1980/09/19,MF,178,70,2003,2015,12,178,5,18,9
박재현,1980/10/29,FW,178,73,2003,2009,6,100,5,9,10
이무형,1980/11/08,MF,170,64,2003,2004,2,12,0,0,11
천대환,1980/12/06,DF,173,65,2003,2005,3,13,0,0,12
남민호,1980/12/17,GK,189,83,2003,2003,1,1,0,0,12
이동근,1981/01/23,MF,175,67,2003,2009,6,53,2,3,1
이재현,1981/01/25,MF,177,70,2003,2004,2,2,0,0,1
황상필,1981/02/01,FW,183,72,2003,2003,1,2,0,0,2
박승광,1981/02/13,DF,185,81,2003,2003,1,3,0,0,2
김호유,1981/02/19,DF,181,68,2003,2007,5,48,2,2,2
구경현,1981/04/30,DF,180,73,2003,2010,8,103,2,2,4
신영록,1981/09/07,DF,178,75,2003,2005,3,22,0,0,9
곽희주,1981/10/05,DF,184,77,2003,2015,12,295,18,6,10
김정우,1982/05/09,MF,184,72,2003,2013,10,237,37,17,5
주광윤,1982/10/23,FW,177,70,2003,2011,9,139,11,7,10
이준영,1982/12/26,FW,177,75,2003,2010,8,189,18,9,12
최성국,1983/02/08,FW,172,68,2003,2011,10,219,42,25,2
김광석,1983/02/12,DF,183,73,2003,2015,13,271,5,4,2
김수형,1983/03/26,MF,175,69,2003,2006,3,21,0,1,3
윤원일,1983/03/31,MF,176,70,2003,2012,10,121,2,4,3
김성길,1983/07/08,MF,175,71,2003,2009,7,106,4,9,7
이종민,1983/08/01,FW,184,77,2003,2004,2,11,0,0,8
조진수,1983/09/02,FW,184,75,2003,2014,9,118,9,8,9
권집,1984/02/13,MF,182,75,2003,2010,10,140,3,8,2
박주성,1984/02/20,DF,183,83,2003,2014,10,107,1,2,2
남궁웅,1984/03/29,DF,181,70,2003,2013,11,168,2,12,3
김영철,1984/04/08,FW,179,78,2003,2007,3,12,0,0,4
정조국,1984/04/23,FW,186,78,2003,2015,13,275,84,23,4
황진성,1984/05/05,MF,175,67,2003,2013,11,279,47,58,5
정윤성,1984/06/01,FW,184,77,2003,2011,10,132,21,13,6
오범석,1984/07/29,DF,180,73,2003,2015,13,289,14,9,7
이진호,1984/09/03,FW,184,80,2003,2014,14,242,45,13,9
한재웅,1984/09/28,DF,178,73,2003,2014,12,134,12,6,9
이호,1984/10/22,MF,183,76,2003,2015,12,258,9,13,10
김진규,1985/02/16,DF,183,84,2003,2015,11,255,17,8,2
백지훈,1985/02/28,MF,175,65,2003,2015,13,219,25,9,2
부영태,1985/09/02,FW,187,79,2003,2009,5,10,0,1,9
안상현,1986/03/05,MF,180,75,2003,2015,13,185,3,4,3
이강진,1986/04/25,DF,181,70,2003,2015,9,132,3,2,4
김준,1986/12/09,MF,173,60,2003,2003,1,0,0,0,12
신영록,1987/03/27,FW,182,72,2003,2011,8,71,15,6,3
박신영,1977/12/21,MF,180,72,2004,2004,1,3,0,0,12
장우창,1978/10/18,DF,181,79,2004,2006,3,27,0,1,10
김준협,1978/11/11,MF,174,73,2004,2004,1,1,0,0,11
성종현,1979/04/02,DF,178,74,2004,2010,7,43,1,3,4
홍성요,1979/05/26,DF,184,80,2004,2011,8,108,3,0,5
홍주완,1979/06/07,MF,174,72,2004,2004,1,2,0,0,6
조성래,1979/08/10,DF,180,78,2004,2004,1,9,0,0,8
김철웅,1979/12/19,DF,180,75,2004,2004,1,14,0,0,12
박우현,1980/04/28,DF,179,74,2004,2012,8,133,2,2,4
고기구,1980/07/31,FW,187,82,2004,2010,8,142,20,9,7
마철준,1980/11/16,DF,180,70,2004,2014,13,219,3,3,11
주호진,1981/01/01,DF,182,72,2004,2005,2,1,0,0,1
신동근,1981/02/15,MF,180,72,2004,2009,5,38,0,0,2
노종건,1981/02/24,MF,175,70,2004,2010,7,132,1,2,2
최한욱,1981/03/02,MF,183,74,2004,2005,2,6,0,1,3
김용구,1981/03/08,MF,172,66,2004,2004,1,8,0,0,3
라경호,1981/03/15,FW,176,70,2004,2005,2,7,0,0,3
김기홍,1981/03/21,FW,179,68,2004,2005,2,7,0,0,3
황지수,1981/03/27,MF,176,72,2004,2015,10,272,5,12,3
손일표,1981/03/29,GK,188,84,2004,2004,1,0,0,0,3
한태유,1981/03/31,MF,186,79,2004,2014,12,192,5,4,3
황재원,1981/04/13,DF,186,80,2004,2015,11,160,13,2,4
