name,birth,position,height,weight,start_year,end_year,career,games,goals,assist,birth_month
최문식,1971/01/06,NA,174,80,1989,2002,12,264,47,25,1
김만태,1964/01/30,FW,170,62,1990,1990,1,3,0,0,1
정성진,1964/07/06,GK,180,73,1990,1992,3,11,0,0,7
김상진,1967/02/15,FW,175,73,1990,1996,7,111,15,5,2
박정배,1967/02/19,DF,183,80,1990,1999,10,227,12,5,2
이영상,1967/02/24,DF,182,75,1990,1999,10,236,6,1,2
송주석,1967/02/26,FW,183,75,1990,1999,10,248,47,22,2
김종식,1967/03/18,MF,171,68,1990,1997,8,93,1,3,3
김상문,1967/04/08,DF,176,64,1990,1998,10,221,18,11,4
김현석,1967/05/05,MF,178,70,1990,2003,12,371,110,54,5
이원철,1967/05/10,FW,174,70,1990,1996,7,156,26,8,5
박희탁,1967/05/18,MF,172,65,1990,1992,2,11,0,1,5
권형정,1967/05/19,DF,178,76,1990,1994,5,145,3,4,5
이준호,1967/06/06,DF,181,76,1990,1990,1,5,0,0,6
허기태,1967/07/13,DF,183,80,1990,1999,10,246,10,3,7
김수현,1967/07/28,FW,180,70,1990,1990,1,1,0,0,7
김영철,1967/10/10,DF,183,76,1990,1996,2,3,0,0,10
서진섭,1967/11/25,MF,170,66,1990,1990,1,1,0,0,11
유수상,1967/12/10,MF,167,64,1990,1998,7,129,7,9,12
김상훈,1967/12/19,FW,176,69,1990,1995,5,63,10,1,12
권중화,1968/02/11,FW,178,73,1990,1996,7,84,9,3,2
하석주,1968/02/20,DF,174,71,1990,2003,11,258,45,25,2
이재일,1968/03/15,MF,180,76,1990,1992,3,27,0,1,3
한재식,1968/03/17,DF,180,73,1990,1990,1,1,0,0,3
신우식,1968/03/25,DF,181,70,1990,1995,4,18,0,0,3
정영호,1968/08/15,DF,172,68,1990,1996,7,130,1,2,8
이상윤,1969/04/10,FW,179,67,1990,2001,12,293,71,43,4
권태규,1971/02/14,FW,175,68,1990,1997,8,79,8,5,2
백기홍,1971/03/11,NA,174,80,1990,1998,9,117,3,9,3
김용호,1971/03/20,FW,185,76,1990,1994,2,6,0,0,3
박헌균,1971/05/29,FW,183,78,1990,1990,1,4,0,0,5
이태형,1964/09/01,MF,173,68,1991,1994,3,22,1,1,9
당성증,1966/01/04,MF,172,67,1991,1991,1,1,0,0,1
최종호,1968/04/07,FW,181,75,1991,1992,2,2,0,0,4
임종국,1968/04/13,GK,189,84,1991,2001,8,111,0,0,4
신홍기,1968/05/04,NA,111,111,1991,2001,11,336,35,42,5
이현석,1968/05/17,FW,175,70,1991,1997,4,43,7,1,5
김은철,1968/05/29,DF,173,66,1991,1998,6,100,3,4,5
박태하,1968/05/29,NA,177,72,1991,2001,9,261,46,37,5
임재선,1968/06/10,FW,180,75,1991,1998,9,175,23,14,6
김왕주,1968/06/12,FW,175,70,1991,1993,2,13,0,0,6
이명열,1968/06/25,GK,187,80,1991,1999,7,100,0,0,6
이충호,1968/07/04,NA,185,83,1991,1991,1,5,0,0,7
이찬행,1968/07/14,FW,182,83,1991,1997,7,63,4,2,7
김상화,1968/08/25,MF,176,72,1991,1994,2,4,0,0,8
류봉기,1968/09/02,DF,178,74,1991,1999,9,146,1,1,9
조우석,1968/10/08,DF,174,65,1991,1998,7,154,6,13,10
정철호,1968/12/01,MF,176,72,1991,1996,5,24,0,0,12
이석경,1969/01/19,FW,173,70,1991,2000,11,107,16,6,1
이평재,1969/03/24,FW,174,69,1991,1996,3,33,3,1,3
송만호,1969/07/06,MF,176,74,1991,1992,2,3,0,0,7
나승화,1969/10/08,DF,173,65,1991,1994,4,74,0,9,10
김용갑,1969/10/29,MF,171,67,1991,1999,9,121,17,16,10
백승대,1970/03/02,DF,177,75,1991,1997,4,79,1,2,3
김귀화,1970/03/15,NA,179,64,1991,2000,8,203,16,20,3
류제식,1972/01/03,GK,186,80,1991,1993,3,11,0,0,1
조일수,1972/11/05,DF,172,62,1991,1997,5,33,2,1,11
신의손,1960/01/12,GK,NA,87,1992,2004,12,320,0,0,1
신성환,1968/10/10,DF,182,78,1992,1998,7,157,6,1,10
김정혁,1968/11/30,DF,174,74,1992,2002,11,239,4,15,11
안광호,1968/12/19,DF,178,73,1992,1993,2,14,0,0,12
홍명보,1969/02/12,DF,181,72,1992,2002,7,156,14,8,2
최영희,1969/02/26,DF,180,70,1992,1998,14,152,6,0,2
김기선,1969/02/27,MF,182,75,1992,1998,8,170,22,8,2
이진호,1969/03/01,MF,180,72,1992,1996,4,43,0,0,3
김성구,1969/03/15,MF,181,77,1992,1999,7,135,10,7,3
노진호,1969/04/09,MF,177,75,1992,1992,1,2,0,0,4
김진형,1969/04/10,DF,184,79,1992,1999,10,163,2,0,4
이경춘,1969/04/14,DF,183,76,1992,2000,9,185,5,2,4
김판곤,1969/05/01,MF,178,72,1992,1997,5,53,0,1,5
김대진,1969/05/10,MF,175,72,1992,1993,2,21,0,0,5
김종건,1969/05/10,FW,183,73,1992,2000,9,193,52,15,5
최성호,1969/07/17,FW,173,70,1992,1997,5,20,4,0,7
류영록,1969/08/04,GK,195,85,1992,1996,5,11,0,0,8
김태진,1969/08/09,DF,174,65,1992,1995,4,40,4,3,8
배수현,1969/10/30,MF,175,70,1992,1992,1,2,0,0,10
임근재,1969/11/05,FW,172,65,1992,1996,5,91,18,4,11
조정현,1969/11/12,NA,133,78,1992,2000,9,188,36,23,11
이상기,1970/03/20,FW,180,70,1992,1992,1,8,0,0,3
김병지,1970/04/08,GK,184,78,1992,2015,24,706,3,0,4
김학철,1970/05/05,MF,180,73,1992,1999,7,114,1,1,5
성원종,1970/09/27,GK,185,79,1992,2000,8,96,0,0,9
신태용,1970/10/11,NA,174,67,1992,2004,13,401,99,68,10
김봉수,1970/12/05,GK,185,76,1992,2000,9,109,0,0,12
서정원,1970/12/17,NA,173,67,1992,2004,12,269,68,25,12
황규룡,1971/03/12,DF,175,69,1992,1997,5,75,1,2,3
이태홍,1971/10/01,FW,188,90,1992,1999,7,162,20,8,10
장영훈,1972/02/04,MF,177,70,1992,1999,9,145,15,12,2
노태경,1972/04/22,DF,175,68,1992,2000,7,155,3,10,4
이광래,1972/05/24,MF,171,65,1992,1993,2,4,0,0,5
장형석,1972/07/07,DF,181,72,1992,2002,9,135,8,4,7
조창근,1964/11/07,FW,175,65,1993,1994,2,9,1,0,11
한영국,1964/11/26,MF,170,68,1993,1994,2,14,0,0,11
류웅렬,1968/04/25,DF,183,80,1993,2001,10,140,14,2,4
문태권,1968/05/14,DF,178,77,1993,1996,4,26,0,1,5
황선홍,1968/07/14,NA,187,75,1993,2000,7,64,31,16,7
은종구,1968/08/01,FW,178,73,1993,1994,2,18,0,2,8
최동호,1968/08/12,DF,185,79,1993,1999,7,208,3,4,8
정성훈,1968/09/14,DF,180,69,1993,1998,6,89,0,0,9
이문석,1970/03/06,DF,175,68,1993,2000,8,151,2,4,3
김일진,1970/04/05,NA,189,85,1993,2000,4,13,0,0,4
이훈,1970/04/07,MF,178,75,1993,1993,1,5,0,1,4
박남열,1970/05/04,NA,178,70,1993,2004,10,250,40,24,5
황승회,1970/06/18,DF,175,69,1993,1993,1,1,0,0,6
박지호,1970/07/04,FW,180,81,1993,1999,6,70,6,3,7
이기범,1970/08/08,MF,170,71,1993,2000,8,159,11,14,8
김영섭,1970/08/13,DF,175,66,1993,1994,2,18,0,0,8
이현규,1970/08/16,DF,178,70,1993,1993,1,2,0,0,8
신범철,1970/09/27,GK,185,80,1993,2004,12,176,0,0,9
조성환,1970/10/16,NA,NA,70,1993,2003,8,230,4,19,10
정민,1970/11/29,FW,181,75,1993,1993,1,1,0,0,11
정광석,1970/12/01,DF,NA,NA,1993,1998,4,79,3,2,12
강상진,1970/12/03,DF,180,75,1993,1994,2,11,0,0,12
남기설,1970/12/08,MF,177,67,1993,1995,3,40,4,1,12
김호철,1971/01/05,FW,173,66,1993,1996,3,3,0,0,1
김기남,1971/01/18,MF,174,72,1993,2002,8,180,7,16,1
박종찬,1971/02/08,MF,174,70,1993,1996,4,27,0,0,2
강철,1971/11/02,NA,178,75,1993,2003,9,207,10,15,11
김기동,1972/01/12,MF,171,68,1993,2011,19,501,39,40,1
김철명,1972/10/24,MF,170,63,1993,1993,1,1,0,0,10
전경준,1973/09/10,NA,NA,75,1993,2005,14,287,28,37,9
김성진,1975/05/06,MF,178,65,1993,1993,1,1,0,0,5
서효원,1967/09/15,NA,173,70,1994,1998,5,157,13,14,9
김종필,1967/11/11,MF,NA,NA,1994,1994,1,4,0,1,11
강원길,1968/03/17,DF,176,75,1994,1995,2,51,1,0,3
박승국,1969/08/08,MF,175,66,1994,1995,2,9,0,1,8
김용훈,1969/09/15,FW,174,67,1994,1994,1,1,0,0,9
정정수,1969/11/20,MF,170,61,1994,2002,9,223,33,31,11
이승규,1970/01/17,DF,172,68,1994,1995,4,72,0,2,1
김성호,1970/05/16,FW,175,66,1994,1995,2,52,6,6,5
정한호,1970/06/04,MF,170,68,1994,1994,1,5,0,0,6
김영진,1970/06/16,DF,178,69,1994,1994,1,24,0,1,6
엄영식,1970/06/23,DF,179,74,1994,1997,4,21,0,0,6
이주영,1970/07/25,MF,178,69,1994,1994,1,26,3,0,7
오유진,1970/07/30,DF,183,78,1994,1994,1,4,0,0,7
성은준,1970/08/20,DF,NA,NA,1994,1994,1,16,0,0,8
이종훈,1970/09/03,FW,178,70,1994,1994,1,11,0,0,9
노주섭,1970/09/13,MF,182,74,1994,1997,5,50,1,1,9
안진규,1970/10/18,MF,180,76,1994,1996,4,17,0,0,10
정재권,1970/11/05,FW,168,68,1994,2001,8,179,30,23,11
이정문,1971/03/05,GK,185,75,1994,1996,3,6,0,0,3
이장군,1971/03/15,DF,178,71,1994,1995,2,1,0,0,3
배창근,1971/03/16,FW,178,68,1994,1995,2,15,1,1,3
함상헌,1971/03/20,FW,180,NA,1994,1998,6,73,8,3,3
정인호,1971/03/21,DF,178,68,1994,1996,3,29,0,0,3
하명훈,1971/05/18,DF,178,80,1994,1995,2,6,0,1,5
김동기,1971/05/22,DF,180,75,1994,1998,5,52,0,1,5
유성우,1971/05/23,DF,178,74,1994,1998,5,27,0,2,5
김선태,1971/05/29,DF,181,77,1994,1994,1,3,0,0,5
이태훈,1971/06/07,DF,175,67,1994,1998,4,39,2,2,6
김창원,1971/06/22,DF,179,74,1994,2000,6,96,2,2,6
장기정,1971/06/27,DF,177,74,1994,1994,1,1,0,0,6
한정국,1971/07/19,MF,179,71,1994,2004,10,182,12,13,7
김동군,1971/07/22,MF,178,72,1994,2000,6,62,6,3,7
최상훈,1971/09/28,MF,182,NA,1994,1997,4,10,1,0,9
유상철,1971/10/18,MF,184,78,1994,2006,9,142,37,9,10
홍진호,1971/11/01,MF,170,74,1994,1995,2,10,0,0,11
이임생,1971/11/18,DF,183,80,1994,2003,10,229,11,5,11
강준호,1971/11/27,DF,171,68,1994,2001,8,131,2,14,11
정우영,1971/12/08,FW,190,85,1994,1998,3,9,0,1,12
이영우,1972/01/19,DF,NA,NA,1994,1994,1,1,0,0,1
김민철,1972/03/01,GK,188,85,1994,1996,2,21,0,0,3
이영진,1972/03/27,NA,183,78,1994,2004,8,131,2,4,3
김동철,1972/04/19,DF,NA,NA,1994,1994,1,4,0,0,4
김승안,1972/09/24,GK,183,78,1994,1997,3,4,0,0,9
윤정춘,1973/02/18,NA,173,69,1994,2005,12,285,31,27,2
이용발,1973/03/15,GK,182,82,1994,2006,11,240,1,3,3
박철,1973/08/20,DF,177,80,1994,2005,10,245,7,4,8
최용수,1973/09/10,NA,184,81,1994,2006,6,148,54,26,9
임기한,1973/11/20,MF,177,71,1994,1999,3,12,2,0,11
한상건,1975/01/22,DF,185,77,1994,1994,1,1,0,0,1
유동우,1968/03/07,NA,177,70,1995,2001,7,180,0,2,3
최진규,1969/05/11,DF,180,71,1995,1999,5,113,2,8,5
송덕균,1970/03/13,GK,187,82,1995,1999,2,10,0,0,3
황인성,1970/04/05,FW,180,73,1995,1998,4,45,5,2,4
양동연,1970/04/30,DF,184,78,1995,2000,5,99,1,2,4
김도훈,1970/07/21,NA,183,79,1995,2005,9,257,114,41,7
정경구,1970/10/01,MF,178,76,1995,1998,4,88,5,3,10
박종문,1970/10/02,GK,185,79,1995,2006,11,192,0,0,10
박동우,1970/11/03,GK,NA,80,1995,2000,6,91,0,0,11
김태영,1970/11/08,NA,NA,81,1995,2005,11,250,5,12,11
노상래,1970/12/15,NA,175,77,1995,2004,10,246,76,40,12
이유민,1971/01/09,FW,175,65,1995,1995,1,2,0,0,1
김인완,1971/02/13,MF,175,67,1995,2000,7,146,23,15,2
이승협,1971/04/15,DF,180,NA,1995,1998,4,40,0,1,4
박현순,1972/01/02,FW,173,66,1995,1995,1,0,0,0,1
박효빈,1972/01/07,MF,177,69,1995,1999,5,60,4,1,1
김도근,1972/03/02,NA,180,75,1995,2006,13,241,34,24,3
김태엽,1972/03/02,MF,177,70,1995,1998,4,37,1,0,3
김학순,1972/03/09,FW,185,76,1995,1995,1,0,0,0,3
강금철,1972/03/19,MF,175,68,1995,2001,5,30,1,1,3
손현준,1972/03/20,NA,NA,68,1995,2002,8,170,1,0,3
하광운,1972/03/21,DF,175,76,1995,1995,1,0,0,0,3
이원준,1972/04/02,NA,180,74,1995,1998,4,35,0,0,4
황승주,1972/05/09,DF,176,68,1995,2002,8,182,3,15,5
김대성,1972/05/10,MF,170,66,1995,1999,5,144,10,9,5
유성민,1972/05/11,FW,186,77,1995,1995,1,1,0,0,5
박승수,1972/05/13,FW,176,70,1995,1995,1,0,0,0,5
김범수,1972/05/16,FW,177,73,1995,2000,6,123,14,17,5
장철민,1972/05/19,MF,179,76,1995,2002,8,102,8,12,5
김태인,1972/05/21,DF,177,71,1995,1997,4,4,0,0,5
조재성,1972/05/25,MF,178,NA,1995,1995,1,1,0,0,5
김영호,1972/06/06,GK,183,76,1995,1996,2,0,0,0,6
김인섭,1972/07/09,MF,176,69,1995,1995,1,1,0,0,7
오태동,1972/07/14,MF,178,70,1995,1995,1,0,0,0,7
박영섭,1972/07/29,DF,178,72,1995,1998,4,53,4,1,7
주홍렬,1972/08/02,DF,176,69,1995,1999,5,46,1,1,8
정재열,1972/08/10,GK,191,76,1995,1996,2,0,0,0,8
권해창,1972/09/02,MF,170,60,1995,2000,5,80,2,2,9
고성민,1972/09/07,MF,180,71,1995,1998,4,69,4,4,9
김국환,1972/09/13,FW,184,NA,1995,1997,3,9,2,1,9
김윤근,1972/09/22,FW,177,73,1995,1999,3,40,9,2,9
장현호,1972/10/14,DF,189,81,1995,2001,5,85,0,1,10
윤희준,1972/11/01,NA,180,74,1995,2006,10,252,10,8,11
김학철,1972/11/04,DF,177,75,1995,2008,12,284,1,4,11
이정호,1972/11/10,DF,172,67,1995,1997,3,61,2,5,11
김현수,1973/02/14,NA,176,76,1995,2008,12,291,4,9,2
윤정환,1973/02/16,NA,NA,63,1995,2005,8,203,20,44,2
조영우,1973/02/19,FW,171,68,1995,1995,1,6,1,0,2
오경석,1973/02/24,FW,172,68,1995,1997,4,55,8,1,2
김현수,1973/03/13,NA,187,81,1995,2007,13,383,24,5,3
오주포,1973/06/21,MF,174,68,1995,2006,8,49,1,1,6
김대식,1973/08/07,DF,175,66,1995,2001,5,143,2,9,8
황연석,1973/10/17,FW,192,85,1995,2007,13,348,64,32,10
강성민,1974/04/24,FW,182,77,1995,1998,3,19,2,1,4
김봉현,1974/07/07,DF,188,74,1995,2002,7,134,10,5,7
박상인,1976/03/10,MF,174,63,1995,2002,6,31,4,3,3
유병훈,1976/07/03,NA,188,87,1995,2003,9,86,1,0,7
박종필,1976/10/17,FW,170,64,1995,1997,3,8,0,0,10
박영순,1977/03/25,DF,175,65,1995,2001,3,0,0,0,3
강상협,1977/12/17,MF,176,68,1995,1996,2,0,0,0,12
김현호,1981/09/30,FW,182,78,1995,1995,1,0,0,0,9
김관규,NA,FW,NA,NA,1995,1995,1,1,1,0,NA
박한석,NA,벤치,NA,NA,1995,1996,2,0,0,0,NA
안성규,NA,DF,NA,NA,1995,1995,1,1,0,0,NA
황득하,1965/06/08,MF,173,60,1996,1997,2,11,0,0,6
정우진,1969/01/20,FW,182,76,1996,1998,4,33,3,0,1
주용국,1970/01/27,GK,185,NA,1996,1996,1,0,0,0,1
김두함,1970/03/08,DF,180,NA,1996,1996,1,1,0,0,3
허화무,1970/04/05,MF,174,NA,1996,1996,1,1,0,0,4
황부철,1971/01/20,DF,176,NA,1996,1996,1,3,0,0,1
송경섭,1971/02/25,MF,170,NA,1996,1996,1,2,0,0,2
최진철,1971/03/26,DF,187,77,1996,2007,12,312,28,11,3
이용재,1971/03/30,DF,NA,NA,1996,1996,1,1,0,0,3
이진행,1971/07/10,NA,NA,70,1996,2000,5,84,11,4,7
박건하,1971/07/25,DF,182,75,1996,2006,11,292,44,27,7
안홍민,1971/09/06,MF,177,69,1996,2001,6,137,19,14,9
마니치,1972/01/16,FW,182,77,1996,2005,8,205,62,39,1
이승태,1972/03/28,GK,172,NA,1996,1996,1,9,0,0,3
김현동,1972/08/25,MF,168,NA,1996,1997,2,25,1,1,8
전재복,1972/11/05,DF,175,66,1996,1997,2,33,0,1,11
고현,1973/02/01,MF,180,NA,1996,1996,1,2,0,0,2
이정인,1973/02/10,MF,179,NA,1996,1997,2,4,0,0,2
이광현,1973/03/16,MF,180,NA,1996,1997,2,21,1,0,3
이제승,1973/04/25,MF,174,65,1996,1996,1,3,0,0,4
이운재,1973/04/26,GK,182,82,1996,2012,15,410,0,0,4
이병근,1973/04/28,NA,172,68,1996,2007,13,324,10,15,4
김진용,1973/05/05,FW,180,74,1996,2000,3,14,0,1,5
홍종경,1973/05/11,MF,178,67,1996,1999,4,29,0,4,5
이원식,1973/05/16,FW,172,65,1996,2006,11,270,73,18,5
권세진,1973/05/20,DF,180,79,1996,1999,3,36,0,1,5
명진영,1973/05/20,NA,170,61,1996,1999,4,30,2,2,5
백승우,1973/05/28,NA,NA,70,1996,1997,2,8,0,0,5
김상훈,1973/06/08,DF,185,76,1996,2004,9,212,5,6,6
박충균,1973/06/20,NA,185,76,1996,2007,11,126,1,3,6
최월규,1973/06/28,MF,180,70,1996,2000,3,28,2,0,6
김기남,1973/07/20,MF,179,78,1996,2001,6,143,26,13,7
홍도표,1973/07/24,MF,173,66,1996,2004,9,99,5,7,7
하상수,1973/07/25,MF,170,NA,1996,1996,1,6,0,1,7
우성용,1973/08/18,FW,192,78,1996,2009,14,439,116,43,8
유상수,1973/08/28,DF,175,67,1996,2006,11,297,6,9,8
김재형,1973/09/02,MF,187,74,1996,2007,11,229,10,9,9
황재필,1973/09/09,FW,NA,NA,1996,1996,1,2,0,0,9
고병운,1973/09/28,DF,180,76,1996,2006,8,238,0,6,9
이경수,1973/10/28,DF,181,76,1996,2005,8,128,5,1,10
김상규,1973/11/02,DF,177,NA,1996,1996,1,2,0,0,11
조현두,1973/11/23,MF,177,70,1996,2005,11,207,28,24,11
김경량,1973/12/22,MF,173,65,1996,2006,11,261,2,14,12
김해운,1973/12/25,GK,185,83,1996,2008,13,201,0,0,12
윤재훈,1973/12/25,DF,180,76,1996,2001,6,126,0,6,12
김우현,1974/01/01,DF,185,NA,1996,1996,1,0,0,0,1
정현호,1974/02/13,DF,185,78,1996,2000,5,45,1,0,2
조현,1974/02/24,MF,177,67,1996,2001,6,61,4,1,2
김범기,1974/03/01,MF,172,64,1996,1996,1,3,0,0,3
서동명,1974/05/04,GK,196,95,1996,2008,11,239,1,0,5
이기형,1974/09/28,NA,NA,83,1996,2006,11,254,23,23,9
김진우,1975/10/09,NA,179,78,1996,2007,12,310,2,18,10
김광수,1977/03/10,GK,182,79,1996,2003,3,0,0,0,3
데니스,1977/09/04,MF,178,74,1996,2013,14,272,57,59,9
설익찬,1978/03/25,DF,173,76,1996,2000,3,15,1,1,3
고종수,1978/10/30,NA,177,76,1996,2008,11,171,37,34,10
박순배,1969/04/22,MF,NA,NA,1997,1998,2,8,0,3,4
우홍균,1969/07/21,MF,NA,NA,1997,1997,1,1,0,0,7
김현민,1970/04/09,FW,182,70,1997,2000,4,61,9,6,4
전경택,1970/06/20,DF,182,76,1997,1999,3,54,0,0,6
이승호,1970/08/25,FW,NA,NA,1997,1997,1,18,1,0,8
김병탁,1970/09/18,MF,NA,NA,1997,1998,2,22,0,0,9
최동필,1971/03/25,MF,171,69,1997,2000,4,41,3,2,3
장철우,1971/04/01,DF,172,65,1997,2005,9,274,23,22,4
최은성,1971/04/05,GK,184,82,1997,2014,18,532,0,1,4
정성천,1971/05/30,MF,184,78,1997,2001,5,121,18,6,5
김태완,1971/06/01,NA,180,80,1997,2001,5,115,5,2,6
강정대,1971/08/22,DF,178,72,1997,2000,4,59,1,2,8
이선재,1972/03/28,DF,180,74,1997,1999,2,1,0,0,3
한연철,1972/03/30,FW,177,72,1997,1997,1,2,0,0,3
한상열,1972/09/24,MF,175,66,1997,1999,3,29,3,1,9
명재용,1973/02/26,MF,173,63,1997,2002,6,105,10,5,2
김경태,1973/07/05,DF,180,72,1997,2001,4,27,0,0,7
서동원,1973/12/12,FW,180,75,1997,1999,3,22,2,0,12
이용하,1973/12/15,MF,173,66,1997,2004,8,139,8,4,12
주용선,1974/03/03,DF,180,73,1997,1997,1,1,0,0,3
김주일,1974/03/05,DF,NA,NA,1997,1997,1,6,0,0,3
김후석,1974/03/20,MF,NA,NA,1997,1998,2,13,0,0,3
전현석,1974/03/29,MF,172,70,1997,2000,4,60,6,8,3
조종화,1974/04/04,NA,182,79,1997,2002,3,16,0,0,4
박종인,1974/04/10,MF,175,65,1997,2000,4,44,6,2,4
김명곤,1974/04/15,MF,177,73,1997,2002,5,96,9,9,4
최윤열,1974/04/17,DF,185,79,1997,2007,12,250,5,1,4
이대희,1974/04/26,GK,192,88,1997,2003,5,20,0,0,4
김이섭,1974/04/27,GK,NA,82,1997,2010,13,217,0,0,4
오명관,1974/04/29,DF,185,78,1997,2004,9,106,0,2,4
손상호,1974/05/04,DF,187,78,1997,2002,3,20,0,0,5
김승한,1974/05/11,MF,175,69,1997,1999,3,59,4,3,5
김경렬,1974/05/15,FW,NA,NA,1997,1998,2,9,0,0,5
김해국,1974/05/20,DF,NA,NA,1997,2000,4,37,2,0,5
김정재,1974/05/22,DF,185,78,1997,2004,8,139,2,2,5
이준,1974/05/28,FW,172,66,1997,1998,2,29,4,0,5
천정희,1974/06/23,DF,175,70,1997,2000,4,73,0,3,6
이장관,1974/07/04,DF,170,63,1997,2008,12,354,4,9,7
김한윤,1974/07/11,MF,184,75,1997,2013,18,430,11,6,7
하금진,1974/08/16,DF,182,76,1997,1998,2,39,1,0,8
남기일,1974/08/17,NA,177,75,1997,2008,12,277,40,34,8
공오균,1974/09/10,FW,177,72,1997,2008,12,319,43,18,9
이호성,1974/09/12,FW,180,74,1997,2001,5,74,9,1,9
최윤호,1974/09/15,FW,NA,NA,1997,1997,1,10,0,0,9
신진원,1974/09/27,NA,176,74,1997,2004,8,147,18,12,9
홍광철,1974/10/09,DF,172,65,1997,2003,5,65,0,3,10
두경수,1974/10/17,DF,NA,NA,1997,1997,1,1,0,0,10
이창엽,1974/11/19,NA,172,69,1997,2006,10,213,5,15,11
박종욱,1975/01/11,DF,185,74,1997,2002,6,76,1,1,1
차귀현,1975/01/12,FW,180,73,1997,1999,3,40,4,1,1
김정수,1975/01/17,DF,182,77,1997,2005,8,158,3,3,1
손대원,1975/02/10,DF,185,67,1997,2001,4,32,1,2,2
박성철,1975/03/16,NA,NA,86,1997,2007,9,132,17,3,3
김대수,1975/03/20,DF,184,74,1997,2004,8,66,0,0,3
변재섭,1975/09/17,NA,NA,68,1997,2007,11,230,13,26,9
김종연,1975/11/11,FW,183,77,1997,1999,3,42,6,2,11
최태성,1977/06/16,MF,177,64,1997,2002,3,9,0,0,6
김은중,1979/04/08,FW,184,78,1997,2014,18,444,123,56,4
백형진,1970/07/01,FW,174,68,1998,1999,2,39,3,1,7
강성호,1971/02/22,DF,179,75,1998,1998,1,9,0,0,2
오윤기,1971/04/13,MF,170,65,1998,1999,2,2,0,0,4
김용범,1971/06/16,DF,178,72,1998,2001,4,71,0,2,6
제용삼,1972/01/25,FW,179,74,1998,2000,3,59,12,5,1
박금렬,1972/05/05,MF,NA,NA,1998,1998,1,5,0,0,5
최영근,1972/07/16,DF,186,80,1998,1999,2,14,0,0,7
우제원,1972/08/09,DF,179,74,1998,1999,2,5,0,0,8
곽경근,1972/10/10,FW,184,81,1998,2004,7,212,36,23,10
최선걸,1973/03/27,FW,180,78,1998,2001,4,45,5,3,3
이싸빅,1973/03/29,DF,185,81,1998,2008,12,271,9,7,3
김성일,1973/04/13,NA,NA,75,1998,2005,8,158,0,3,4
박정민,1973/05/04,DF,182,77,1998,2000,3,21,0,0,5
이종묵,1973/06/16,FW,NA,NA,1998,1998,1,4,0,0,6
김종현,1973/07/10,FW,173,70,1998,2005,16,478,60,56,7
이우영,1973/08/19,MF,NA,NA,1998,1998,1,2,0,0,8
김재신,1973/08/30,DF,180,75,1998,2000,3,20,1,0,8
서혁수,1973/10/01,DF,178,77,1998,2004,7,216,7,23,10
김영기,1973/12/25,FW,NA,NA,1998,1998,1,2,0,0,12
정주완,1974/03/08,DF,181,77,1998,1998,1,8,0,0,3
양지원,1974/04/28,GK,181,75,1998,2002,5,56,0,0,4
정상모,1975/02/24,FW,174,65,1998,1999,2,11,1,0,2
김시만,1975/03/03,FW,NA,NA,1998,1998,1,3,0,0,3
이광석,1975/03/05,GK,184,80,1998,2009,11,189,0,0,3
백승철,1975/03/09,FW,178,70,1998,1999,2,56,20,4,3
장대일,1975/03/09,DF,185,81,1998,2003,7,95,6,4,3
제영진,1975/03/10,MF,175,70,1998,2000,3,26,3,1,3
김영선,1975/04/03,DF,184,86,1998,2007,9,185,0,2,4
임규식,1975/05/09,DF,182,75,1998,1998,1,11,0,0,5
김성배,1975/05/25,DF,185,84,1998,2000,3,46,0,0,5
하은철,1975/06/23,MF,176,70,1998,2004,8,100,26,3,6
황세하,1975/06/26,GK,192,83,1998,1999,2,3,0,0,6
김동우,1975/07/27,DF,178,70,1998,1999,2,23,0,1,7
임관식,1975/07/28,NA,NA,72,1998,2008,11,255,6,10,7
유인,1975/08/08,DF,178,69,1998,1999,2,16,1,1,8
서동원,1975/08/14,NA,184,82,1998,2010,15,273,16,14,8
정상남,1975/09/07,FW,188,80,1998,1999,2,10,3,0,9
이을용,1975/09/08,NA,176,69,1998,2011,13,290,13,12,9
홍연기,1975/09/25,DF,177,65,1998,1998,1,1,0,0,9
이상헌,1975/10/11,DF,185,83,1998,2006,9,114,6,1,10
김백근,1975/10/12,DF,NA,NA,1998,1998,1,10,0,1,10
이승엽,1975/10/12,DF,180,74,1998,2003,6,115,1,5,10
우성문,1975/10/19,DF,176,72,1998,2005,4,99,4,6,10
주영호,1975/10/24,DF,185,80,1998,2007,8,132,2,2,10
김성일,1975/11/02,FW,180,78,1998,1999,2,17,0,1,11
박성배,1975/11/28,FW,181,80,1998,2007,9,243,55,20,11
이규칠,1975/11/28,DF,171,63,1998,1999,2,12,0,0,11
노수만,1975/12/22,GK,190,85,1998,1999,2,5,0,0,12
김대환,1976/01/01,GK,185,90,1998,2011,12,76,0,0,1
정광민,1976/01/08,MF,180,70,1998,2007,7,147,34,14,1
안정환,1976/01/27,FW,178,74,1998,2008,5,139,55,14,1
강정훈,1976/02/20,MF,175,65,1998,2007,10,259,8,12,2
김정욱,1976/03/01,FW,180,73,1998,2000,2,7,1,0,3
이재형,1976/09/06,FW,178,68,1998,1998,1,1,0,0,9
이용우,1977/07/20,MF,175,70,1998,2003,4,11,0,0,7
조만근,1977/11/28,MF,177,67,1998,2002,3,7,0,1,11
정용훈,1979/03/11,MF,175,67,1998,2003,4,64,5,3,3
