name,birth,start_year,end_year,career,games,birth_month,position
이병수,1975-09-23,1999,1999,1,1,9,batter
채종국,1975-10-24,1999,2008,9,659,10,batter
이정훈,1975-11-23,1999,1999,1,5,11,batter
김상태,1976-04-19,1999,2001,2,46,4,pitcher
박장희,1976-04-23,1999,2002,4,123,4,pitcher
황우구,1976-05-03,1999,2004,6,377,5,batter
장일현,1976-05-12,1999,2005,5,411,5,batter
장영균,1976-05-20,1999,2003,5,56,5,batter
오창선,1976-06-02,1999,2000,2,7,6,pitcher
정원욱,1976-06-17,1999,2002,4,71,6,pitcher
윤근주,1976-06-30,1999,2001,3,17,6,pitcher
한규식,1976-09-14,1999,2007,7,335,9,batter
이준호,1976-10-08,1999,2002,3,35,10,pitcher
황두성,1976-11-16,1999,2009,11,243,11,pitcher
김기환,1976-12-07,1999,2000,2,8,12,batter
김경진,1976-12-21,1999,2007,7,201,12,batter
라형진,1977-02-05,1999,2005,6,159,2,pitcher
이동은,1977-02-07,1999,2001,3,51,2,pitcher
오주상,1977-11-20,1999,1999,1,2,11,batter
김일경,1978-07-01,1999,2012,13,800,7,batter
문남열,1978-10-17,1999,2003,3,37,10,pitcher
정명수,1979-01-12,1999,1999,1,1,1,pitcher
이경수,1979-06-23,1999,2000,2,10,6,pitcher
윤상무,1979-07-20,1999,2004,3,11,7,batter
정현택,1980-02-22,1999,2001,3,55,2,batter
조재영,1980-03-15,1999,2001,3,14,3,batter
구자운,1980-06-19,1999,2010,8,214,6,pitcher
최경환,1972-05-12,2000,2009,10,810,5,batter
장재명,1972-05-25,2000,2000,1,9,5,batter
이대진,1974-06-09,2000,2002,2,24,6,batter
김필중,1975-05-16,2000,2002,2,21,5,batter
김장백,1975-09-23,2000,2003,4,49,9,pitcher
전영삼,1975-11-19,2000,2000,1,2,11,pitcher
장재혁,1976-03-16,2000,2002,2,24,3,pitcher
박경진,1976-03-22,2000,2005,6,202,3,batter
최영완,1976-05-03,2000,2002,3,38,5,pitcher
차정국,1976-08-07,2000,2000,1,1,8,batter
조상수,1976-08-24,2000,2001,2,3,8,batter
김무성,1976-11-25,2000,2001,2,2,11,batter
이상현,1976-12-11,2000,2004,2,5,12,batter
전근표,1977-03-05,2000,2010,10,406,3,batter
박창원,1977-03-17,2000,2000,1,2,3,batter
박승민,1977-03-18,2000,2012,10,264,3,pitcher
정원석,1977-03-27,2000,2012,10,542,3,batter
김병준,1977-04-01,2000,2002,3,56,4,pitcher
윤현식,1977-04-03,2000,2004,5,88,4,batter
임학수,1977-04-03,2000,2000,1,16,4,batter
조홍준,1977-04-27,2000,2000,1,27,4,batter
신철인,1977-05-22,2000,2009,9,335,5,pitcher
박찬협,1977-05-28,2000,2001,2,2,5,pitcher
경헌호,1977-07-25,2000,2011,12,337,7,pitcher
남기헌,1977-08-01,2000,2001,2,79,8,batter
윤형진,1977-09-13,2000,2007,7,87,9,pitcher
신주일,1977-09-18,2000,2004,3,53,9,batter
양현석,1977-10-20,2000,2007,6,400,10,batter
박정환,1977-10-23,2000,2011,12,598,10,batter
장교성,1977-10-27,2000,2006,4,139,10,batter
정진용,1977-12-01,2000,2001,2,39,12,pitcher
채종범,1977-12-03,2000,2010,8,681,12,batter
홍세완,1978-01-16,2000,2010,10,817,1,batter
최길성,1978-02-06,2000,2007,6,170,2,batter
최승환,1978-02-25,2000,2013,11,318,2,batter
전하진,1979-02-11,2000,2000,1,7,2,pitcher
박영진,1979-03-19,2000,2000,1,20,3,pitcher
김성준,1979-06-20,2000,2000,1,2,6,pitcher
장준관,1981-04-14,2000,2007,6,67,4,pitcher
강민영,1981-07-04,2000,2002,3,54,7,pitcher
허진석,1981-07-19,2000,2003,3,19,7,pitcher
조규수,1981-09-15,2000,2010,7,156,9,pitcher
배홍철,1982-02-24,2000,2000,1,7,2,pitcher
김성균,1976-01-25,2001,2002,2,14,1,batter
조정권,1976-02-25,2001,2003,3,127,2,batter
구민호,1977-03-11,2001,2001,1,4,3,batter
박재형,1977-04-09,2001,2001,1,2,4,pitcher
박효순,1977-04-27,2001,2001,1,1,4,pitcher
조병찬,1977-05-17,2001,2001,1,1,5,batter
방진호,1977-07-27,2001,2002,2,39,7,batter
김재학,1978-02-18,2001,2004,4,37,2,batter
김무성,1978-03-02,2001,2003,2,3,3,batter
이성수,1978-03-08,2001,2001,1,7,3,pitcher
권오현,1978-03-12,2001,2003,3,103,3,batter
서창호,1978-06-03,2001,2002,2,27,6,batter
고상천,1978-06-10,2001,2004,4,15,6,pitcher
이근용,1978-06-16,2001,2001,1,2,6,pitcher
김기동,1978-08-05,2001,2001,1,1,8,batter
박상민,1978-08-11,2001,2002,2,37,8,batter
김덕용,1978-08-16,2001,2001,1,3,8,pitcher
지승민,1978-09-12,2001,2010,7,173,9,pitcher
심제훈,1978-10-11,2001,2004,3,62,10,batter
김장현,1978-10-16,2001,2004,4,124,10,pitcher
장인규,1978-10-31,2001,2006,3,4,10,pitcher
이송영,1979-01-17,2001,2004,2,2,1,batter
최경훈,1979-01-22,2001,2002,2,25,1,pitcher
오우진,1979-01-30,2001,2003,3,19,1,batter
오세학,1979-09-09,2001,2001,1,8,9,batter
최동연,1979-09-30,2001,2001,1,1,9,batter
송원국,1979-10-26,2001,2002,2,81,10,batter
정정오,1980-02-10,2001,2001,1,1,2,batter
이대일,1980-08-01,2001,2002,2,3,8,pitcher
김동건,1982-03-07,2001,2013,8,76,3,batter
김민철,1982-03-14,2001,2006,6,333,3,batter
김덕윤,1982-04-21,2001,2008,6,113,4,pitcher
박정근,1982-04-23,2001,2006,3,16,4,pitcher
박용진,1982-04-24,2001,2003,2,4,4,pitcher
이정호,1982-04-27,2001,2010,6,35,4,pitcher
김주철,1982-05-05,2001,2005,5,41,5,pitcher
정원,1982-06-01,2001,2007,6,110,6,pitcher
이대호,1982-06-21,2001,2011,11,1150,6,batter
오승준,1982-08-06,2001,2004,3,23,8,pitcher
김태구,1982-09-27,2001,2004,3,21,9,pitcher
김백만,1982-10-12,2001,2009,6,78,10,pitcher
김우석,1975-09-02,2002,2008,7,161,9,batter
정성열,1976-05-16,2002,2003,2,17,5,batter
김학재,1976-08-11,2002,2002,1,2,8,batter
서성민,1976-08-22,2002,2002,1,36,8,batter
신원주,1976-10-14,2002,2002,1,2,10,pitcher
김풍철,1976-10-20,2002,2002,1,25,10,pitcher
강병식,1977-04-23,2002,2012,11,761,4,batter
박봉수,1977-07-16,2002,2002,1,8,7,batter
조윤채,1977-08-10,2002,2004,3,94,8,batter
윤태수,1978-04-05,2002,2003,2,9,4,batter
박우호,1978-05-15,2002,2002,1,12,5,batter
김대원,1978-05-18,2002,2002,1,15,5,batter
김재구,1978-05-31,2002,2008,4,89,5,batter
이준민,1979-01-23,2002,2003,2,11,1,batter
조용준,1979-03-17,2002,2009,5,234,3,pitcher
유재웅,1979-05-20,2002,2012,8,392,5,batter
송혁,1979-05-21,2002,2003,2,14,5,batter
김정현,1979-05-27,2002,2002,1,24,5,batter
조민철,1979-06-08,2002,2003,2,17,6,batter
변인재,1979-06-11,2002,2003,2,31,6,pitcher
최환인,1979-06-15,2002,2002,1,1,6,pitcher
조현수,1979-06-27,2002,2005,4,222,6,batter
서승화,1979-07-13,2002,2010,7,147,7,pitcher
강철민,1979-07-22,2002,2010,6,120,7,pitcher
강귀태,1979-08-12,2002,2012,11,816,8,batter
권오원,1979-08-16,2002,2009,5,72,8,pitcher
윤형국,1979-08-20,2002,2004,3,25,8,batter
김용우,1979-09-12,2002,2009,6,135,9,batter
허일상,1979-12-21,2002,2009,4,129,12,batter
조재호,1980-01-10,2002,2012,9,382,1,batter
이명호,1981-02-10,2002,2003,2,32,2,pitcher
이윤학,1982-02-25,2002,2008,2,6,2,pitcher
김제빈,1982-03-31,2002,2002,1,17,3,pitcher
유혜정,1982-06-20,2002,2004,3,11,6,pitcher
조형식,1982-07-09,2002,2006,3,25,7,pitcher
이경환,1983-05-21,2002,2009,4,29,5,batter
이태호,1983-09-24,2002,2007,6,81,9,batter
조진호,1975-08-16,2003,2009,3,34,8,pitcher
이승준,1976-07-03,2003,2006,4,131,7,batter
이준,1977-07-17,2003,2003,1,1,7,pitcher
오태근,1978-04-05,2003,2009,7,214,4,batter
박만채,1978-08-02,2003,2006,4,32,8,pitcher
임동규,1979-06-03,2003,2007,4,87,6,pitcher
김광우,1979-09-12,2003,2005,3,61,9,pitcher
김문수,1979-09-30,2003,2008,4,22,9,pitcher
김세중,1979-10-20,2003,2003,1,1,10,batter
김주용,1980-01-17,2003,2003,1,3,1,pitcher
이민택,1980-02-23,2003,2003,1,9,2,batter
신동민,1980-03-14,2003,2004,2,10,3,pitcher
정종수,1980-05-08,2003,2008,2,18,5,batter
이석만,1980-05-08,2003,2005,2,8,5,pitcher
백승훈,1980-05-16,2003,2004,2,7,5,batter
김형철,1980-05-26,2003,2010,8,167,5,batter
송수근,1980-06-26,2003,2004,2,30,6,batter
정보명,1980-08-23,2003,2013,9,439,8,batter
이인구,1980-11-07,2003,2013,9,347,11,batter
백대운,1980-11-21,2003,2003,1,9,11,batter
문용민,1980-12-06,2003,2008,3,59,12,pitcher
신민기,1980-12-11,2003,2003,1,21,12,batter
양성제,1980-12-16,2003,2004,2,52,12,pitcher
최동락,1980-12-24,2003,2003,1,26,12,batter
김장준,1982-05-11,2003,2005,2,12,5,pitcher
곽용섭,1983-02-03,2003,2009,4,15,2,batter
박두일,1983-03-25,2003,2003,1,1,3,batter
정병희,1983-05-25,2003,2006,4,103,5,pitcher
김광희,1983-07-23,2003,2003,1,6,7,batter
신주영,1984-02-15,2003,2012,6,85,2,pitcher
김주호,1984-04-01,2003,2006,4,76,4,batter
이정상,1984-07-11,2003,2004,2,14,7,batter
김휘곤,1984-07-28,2003,2008,2,2,7,pitcher
이경민,1984-07-31,2003,2003,1,1,7,pitcher
맹진국,1984-08-28,2003,2004,2,14,8,batter
고우석,1984-11-03,2003,2012,7,86,11,pitcher
김원,1978-09-23,2004,2004,1,5,9,batter
손용수,1979-06-16,2004,2004,1,1,6,pitcher
이동현,1979-11-15,2004,2010,6,104,11,pitcher
김수훈,1980-07-10,2004,2004,1,1,7,pitcher
박강우,1980-07-19,2004,2004,1,1,7,pitcher
윤경영,1980-08-12,2004,2010,3,10,8,pitcher
조인신,1980-08-14,2004,2005,2,49,8,batter
이상화,1980-09-15,2004,2011,6,103,9,pitcher
박진환,1981-03-10,2004,2011,4,66,3,batter
이창훈,1981-03-25,2004,2004,1,25,3,batter
조문기,1981-04-12,2004,2004,1,1,4,batter
홍마태,1981-05-05,2004,2004,1,6,5,batter
방승재,1981-05-10,2004,2005,2,16,5,batter
민경수,1981-05-19,2004,2010,5,148,5,pitcher
황이갑,1981-05-22,2004,2004,1,5,5,batter
김종민,1981-06-30,2004,2006,3,3,6,pitcher
송현우,1981-09-16,2004,2008,5,70,9,pitcher
권영근,1981-11-16,2004,2005,2,12,11,batter
서정호,1981-12-24,2004,2009,4,24,12,batter
허용,1982-02-03,2004,2004,1,1,2,batter
성민국,1982-02-09,2004,2004,1,4,2,batter
유영민,1982-03-01,2004,2004,1,2,3,pitcher
박창근,1983-02-25,2004,2004,1,14,2,pitcher
양승학,1984-01-20,2004,2009,3,47,1,batter
최민준,1984-04-05,2004,2005,2,15,4,batter
김만윤,1984-07-23,2004,2004,1,7,7,batter
김영복,1985-02-17,2004,2006,3,34,2,batter
이경민,1985-03-07,2004,2005,2,3,3,pitcher
정우람,1985-06-01,2004,2012,9,531,6,pitcher
이원희,1985-07-15,2004,2007,4,51,7,pitcher
박권수,1985-08-12,2004,2004,1,1,8,pitcher
김무학,1985-09-04,2004,2004,1,1,9,pitcher
김종성,1985-10-03,2004,2004,1,2,10,batter
조성민,1973-04-05,2005,2007,3,35,4,pitcher
허연철,1980-08-07,2005,2005,1,10,8,batter
손기현,1981-03-03,2005,2005,1,4,3,pitcher
최혁길,1981-03-25,2005,2005,1,4,3,pitcher
이상현,1981-04-05,2005,2005,1,11,4,pitcher
김성호,1981-04-30,2005,2005,1,2,4,batter
이영수,1981-05-09,2005,2010,3,61,5,batter
권민성,1981-05-31,2005,2005,1,10,5,batter
이상우,1981-08-13,2005,2005,1,1,8,pitcher
주창훈,1981-12-17,2005,2005,1,1,12,batter
이동훈,1981-12-25,2005,2009,5,21,12,batter
서민욱,1982-01-09,2005,2007,3,26,1,pitcher
홍성수,1982-02-05,2005,2005,1,1,2,pitcher
황준영,1982-03-11,2005,2006,2,19,3,batter
손상정,1982-04-07,2005,2005,1,6,4,pitcher
임성민,1982-06-18,2005,2005,1,47,6,batter
백정훈,1982-06-24,2005,2005,1,1,6,batter
송산,1982-07-02,2005,2012,5,247,7,batter
손승현,1982-07-08,2005,2009,4,19,7,batter
오승환,1982-07-15,2005,2013,9,444,7,pitcher
정희상,1982-08-13,2005,2010,3,74,8,batter
차정민,1982-11-23,2005,2011,5,69,11,pitcher
윤승균,1983-01-07,2005,2006,2,120,1,batter
강관식,1984-04-12,2005,2005,1,1,4,pitcher
유덕형,1984-05-26,2005,2007,2,6,5,batter
김혜겸,1985-01-05,2005,2007,2,9,1,batter
최혁권,1985-01-16,2005,2005,1,3,1,pitcher
장찬,1985-06-12,2005,2006,2,10,6,pitcher
김수화,1986-01-12,2005,2006,2,23,1,pitcher
이보근,1986-04-30,2005,2013,9,265,4,pitcher
이왕기,1986-05-28,2005,2007,3,104,5,pitcher
윤석민,1986-07-24,2005,2013,9,303,7,pitcher
김명제,1987-01-05,2005,2009,5,137,1,pitcher
정재훈,1981-05-06,2006,2007,2,33,5,pitcher
강유삼,1981-07-25,2006,2006,1,1,7,pitcher
백준영,1982-05-18,2006,2008,2,4,5,pitcher
이대현,1982-06-09,2006,2006,1,4,6,pitcher
여승현,1982-06-11,2006,2006,1,2,6,pitcher
오재필,1982-07-27,2006,2013,5,162,7,batter
이승엽,1982-11-28,2006,2006,1,12,11,batter
장태종,1983-03-08,2006,2008,2,9,3,pitcher
정홍준,1983-05-25,2006,2009,3,27,5,pitcher
연경흠,1983-09-14,2006,2013,6,345,9,batter
추경식,1983-11-19,2006,2006,1,13,11,batter
김정환,1984-01-21,2006,2007,2,9,1,pitcher
임재청,1984-02-21,2006,2006,1,8,2,pitcher
송수,1984-03-04,2006,2006,1,9,3,batter
김태환,1985-03-30,2006,2006,1,3,3,pitcher
채형직,1986-02-26,2006,2006,1,26,2,pitcher
김유신,1986-05-01,2006,2009,4,5,5,pitcher
이호성,1986-08-15,2006,2006,1,1,8,batter
박가람,1986-11-07,2006,2006,1,6,11,batter
류현진,1987-03-25,2006,2012,7,190,3,pitcher
손영민,1987-04-28,2006,2012,7,313,4,pitcher
권윤민,1979-01-22,2007,2007,1,11,1,batter
이승학,1979-06-02,2007,2008,2,49,6,pitcher
권도영,1981-02-11,2007,2010,4,166,2,batter
김용섭,1983-01-18,2007,2011,2,3,1,batter
박도현,1983-04-12,2007,2009,2,14,4,batter
박정규,1983-04-17,2007,2009,3,26,4,pitcher
홍유택,1983-07-16,2007,2007,1,6,7,batter
김경선,1983-08-20,2007,2008,2,13,8,pitcher
조순권,1983-10-28,2007,2008,2,13,10,pitcher
이강서,1984-01-10,2007,2007,1,15,1,batter
이승주,1984-04-13,2007,2011,2,12,4,batter
서정,1984-04-16,2007,2007,1,1,4,batter
김이슬,1984-06-15,2007,2009,3,34,6,pitcher
오준형,1984-07-21,2007,2013,5,54,7,pitcher
이창석,1984-12-15,2007,2007,1,3,12,batter
김동영,1985-04-02,2007,2010,3,23,4,batter
오성민,1985-11-06,2007,2011,2,4,11,pitcher
김정수,1986-03-15,2007,2007,1,3,3,batter
유용목,1986-06-10,2007,2009,3,13,6,batter
유선정,1986-08-21,2007,2011,5,143,8,batter
김하람,1986-09-11,2007,2007,1,1,9,batter
권덕준,1987-01-20,2007,2007,1,1,1,pitcher
박민주,1987-07-23,2007,2007,1,1,7,pitcher
조용훈,1987-10-29,2007,2009,3,150,10,pitcher
이두환,1988-03-16,2007,2010,2,14,3,batter
최유건,1988-08-02,2007,2008,2,2,8,pitcher
이원재,1988-12-01,2007,2012,4,24,12,pitcher
김일엽,1980-02-15,2008,2013,6,117,2,pitcher
조영민,1981-03-11,2008,2008,1,4,3,batter
곽동훈,1981-07-13,2008,2011,3,11,7,pitcher
서성종,1983-06-17,2008,2010,2,5,6,batter
김준호,1984-03-03,2008,2011,3,59,3,batter
노환수,1984-06-30,2008,2008,1,2,6,batter
권영진,1984-11-18,2008,2012,3,35,11,batter
김수형,1985-03-27,2008,2008,1,1,3,batter
박진영,1985-03-27,2008,2008,1,10,3,batter
임성헌,1985-06-22,2008,2010,3,25,6,pitcher
최현종,1985-07-08,2008,2008,1,18,7,batter
임도현,1985-09-06,2008,2013,3,31,9,batter
이성재,1985-11-20,2008,2008,1,7,11,batter
김주현,1986-01-22,2008,2009,2,16,1,batter
김회권,1986-04-10,2008,2008,1,1,4,batter
양승진,1987-04-19,2008,2012,5,27,4,pitcher
김성현,1989-01-03,2008,2011,4,98,1,pitcher
최연오,1984-03-14,2009,2009,1,5,3,batter
하지호,1984-12-16,2009,2010,2,11,12,batter
양지훈,1985-04-15,2009,2009,1,7,4,pitcher
이정동,1985-07-17,2009,2009,1,4,7,pitcher
지훈,1986-02-22,2009,2009,1,1,2,pitcher
윤진호,1986-06-23,2009,2012,4,117,6,batter
박현준,1986-09-22,2009,2011,3,63,9,pitcher
김정남,1986-11-22,2009,2011,2,16,11,batter
김주,1989-03-02,2009,2009,1,3,3,pitcher
정성철,1990-04-21,2009,2009,1,11,4,pitcher
조승수,1990-06-09,2009,2011,3,30,6,pitcher
최성민,1990-07-31,2009,2011,3,33,7,pitcher
조태수,1983-05-29,2010,2010,1,4,5,batter
이성호,1985-03-09,2010,2010,1,5,3,batter
박건우,1985-04-06,2010,2012,3,18,4,pitcher
장태성,1986-12-15,2010,2010,1,3,12,batter
김동길,1987-03-01,2010,2011,2,14,3,batter
변용선,1987-05-17,2010,2012,2,10,5,batter
임한용,1987-07-15,2010,2011,2,12,7,batter
신해수,1987-11-30,2010,2010,1,2,11,pitcher
박시영,1989-03-10,2010,2010,1,2,3,pitcher
장민제,1990-03-19,2010,2011,2,49,3,pitcher
김태훈,1990-05-19,2010,2012,3,26,5,pitcher
윤효섭,1990-10-24,2010,2010,1,1,10,batter
김재우,1991-10-22,2010,2010,1,5,10,batter
안영진,1983-09-03,2011,2012,2,9,9,pitcher
최진호,1984-08-26,2011,2011,1,4,8,pitcher
이상훈,1985-05-10,2011,2011,1,1,5,pitcher
김용호,1986-03-29,2011,2011,1,2,3,batter
이규대,1986-10-20,2011,2011,1,2,10,pitcher
안동현,1986-12-24,2011,2011,1,2,12,batter
박진원,1987-03-17,2011,2011,1,7,3,batter
김태훈,1987-09-28,2011,2011,1,3,9,batter
명재철,1989-01-17,2011,2013,2,5,1,pitcher
정상교,1991-10-01,2011,2012,2,12,10,batter
허일,1992-11-20,2011,2011,1,2,11,batter
박찬호,1973-06-30,2012,2012,1,23,6,pitcher
권영준,1986-06-04,2012,2012,1,11,6,batter
신정익,1987-02-04,2012,2013,2,4,2,pitcher
이경우,1987-11-09,2012,2012,1,1,11,pitcher
이민재,1988-02-05,2012,2012,1,7,2,batter
이희성,1988-03-09,2012,2012,1,4,3,pitcher
한성구,1988-09-14,2012,2012,1,17,9,batter
김영훈,1989-03-24,2012,2012,1,2,3,batter
최성훈,1989-10-11,2012,2013,2,41,10,pitcher
최우석,1993-02-06,2012,2012,1,4,2,pitcher
이우선,1983-04-19,2013,2013,1,1,4,batter
임세업,1983-09-01,2013,2013,1,5,9,batter
임경훈,1989-08-30,2013,2013,1,7,8,batter
